Customer Name,Contact,Loan Number,Total Loan Amount,Current Balance,Current Escrow Balance,Prev Tax,Prev Insurance,Forecasted Tax,Forecasted Insurance,Last Tax Paid Date,Last Insurance Paid Date,Next Tax Pay Date,Next Insurance Pay Date,Forecasted Escrow Surplus,Forecasted Escrow Shortage,Last Interaction Date,Last Interaction Type,Last Interaction Summary,County,Property Address
Terry Peck,693-867-8576,35168816,659136.77,370928.08,6195.08,4953.28,1698.5,5454.06,1728.63,2024-12-28,2025-09-10,2025-12-28,2026-09-10,0.0,2184.73,2025-10-09,Call,Asked about escrow increase explanation,Tarrant,"81074 Diane Light, Arlington, TX 76010"
Mrs. Margaret Wilson MD,8134153506,62148427,255421.94,115608.6,6420.7,5557.33,2269.63,5894.46,2431.71,2025-09-01,2025-07-23,2026-09-01,2026-07-23,0.0,3293.16,2025-10-01,In-App Message,Requested payment schedule clarification,Dallas,"8455 Yesenia Extensions, Dallas, TX 75150"
Stephanie Smith,+1-754-871-7989x9488,62402189,414079.54,314385.51,4910.88,3620.43,914.16,3868.34,954.25,2025-07-26,2025-04-16,2026-07-26,2026-04-16,0.0,715.48,2025-09-03,Call,Follow-up on prior escrow analysis letter,Dallas,"993 Anthony Coves Suite 675, Mesquite, TX 75062"
Richard Phillips,(727)817-2662,59252313,373670.24,190184.61,2614.01,5706.7,1362.56,5992.96,1491.53,2025-07-22,2025-02-25,2026-07-22,2026-02-25,0.0,6117.89,2025-08-24,Chat,Verified insurance premium update,Collin,"6070 Christopher Walks, Frisco, TX 75035"
Abigail Cardenas,262.640.8710x06689,23460777,876086.11,426994.35,5027.49,6839.38,2384.08,7352.36,2493.58,2025-01-04,2025-02-08,2026-01-04,2026-02-08,0.0,6459.44,2025-08-27,Call,Follow-up on prior escrow analysis letter,Tarrant,"82076 James Stravenue Apt. 152, Fort Worth, TX 76107"
Catherine Hawkins,608-247-5283x5999,10172983,639924.0,298292.49,3949.84,3902.3,2309.65,4040.23,2375.2,2025-07-28,2024-11-22,2026-07-28,2025-11-22,0.0,3534.83,2025-11-02,Chat,Asked about escrow increase explanation,Collin,"08479 Jeremy Tunnel Apt. 135, McKinney, TX 75025"
Patricia Lee,001-272-928-9206x41578,80355705,754246.55,552054.24,5270.01,6757.52,2172.73,7170.58,2208.29,2025-08-14,2025-03-18,2026-08-14,2026-03-18,0.0,5672.0,2025-09-06,In-App Message,Follow-up on prior escrow analysis letter,Dallas,"28010 Garcia Heights, Mesquite, TX 75201"
Louis Savage,(681)444-7867,83900640,859950.51,503289.65,1292.19,3160.2,1662.93,3439.97,1744.14,2025-03-24,2025-05-23,2026-03-24,2026-05-23,0.0,4755.94,2025-11-10,Chat,Requested payment schedule clarification,Harris,"18893 Paul Throughway, Houston, TX 77584"
Michelle Johnson,978.691.2139,42151962,730209.93,624827.19,4739.3,6871.33,1959.3,7533.82,2076.32,2025-03-09,2025-08-09,2026-03-09,2026-08-09,0.0,6472.53,2025-10-27,Call,Verified insurance premium update,Collin,"905 Tran Key Suite 599, Plano, TX 75013"
Peter Lopez,001-806-296-9045x2898,60635273,676003.34,489948.61,1809.08,3530.97,1846.61,3924.04,1923.54,2025-05-05,2025-08-31,2026-05-05,2026-08-31,0.0,5013.1,2025-09-09,Chat,Verified insurance premium update,Travis,"065 Stevens Fort, Austin, TX 78745"
Steven Miller,727-561-3681x49802,95230710,218993.11,99647.3,3891.46,6386.56,2173.15,6886.37,2203.84,2025-07-17,2025-07-07,2026-07-17,2026-07-07,0.0,6713.78,2025-11-04,Call,Requested payment schedule clarification,Collin,"437 Gilbert Estates, Frisco, TX 75024"
Derrick Stevens,225.208.4232x4234,46763130,245036.92,132392.65,1306.04,4573.5,1913.86,4811.24,1983.37,2025-04-14,2025-07-02,2026-04-14,2026-07-02,0.0,6621.01,2025-08-24,In-App Message,Verified insurance premium update,Collin,"2415 Wright Well, Plano, TX 75013"
George Ellis,001-606-427-9602,59515955,337649.14,243722.95,4464.5,6308.48,1406.83,7017.29,1448.79,2025-03-16,2025-07-17,2026-03-16,2026-07-17,0.0,5412.59,2025-10-05,Chat,Inquired about property tax adjustment,Collin,"33329 Lowe Highway Suite 231, Plano, TX 75013"
Brenda Hughes,3409296629,31197225,545133.14,318231.08,5884.4,5265.5,891.8,5850.17,957.34,2025-04-18,2025-05-10,2026-04-18,2026-05-10,0.0,2057.7,2025-10-05,In-App Message,Inquired about property tax adjustment,Harris,"4292 Anthony Corners, Pasadena, TX 77024"
Cassandra Wilson,+1-239-526-6937x06325,26255108,781069.01,554947.56,3134.57,5488.35,1008.67,6011.07,1090.29,2025-03-30,2024-11-13,2026-03-30,2025-11-13,0.0,5150.35,2025-08-31,Call,Requested payment schedule clarification,Collin,"280 Schmidt View, Frisco, TX 75024"
Jason Powers,9199333593,21375304,165967.24,144086.55,2892.09,5647.08,1310.7,6306.99,1330.85,2025-01-21,2025-03-23,2026-01-21,2026-03-23,0.0,6018.72,2025-09-19,In-App Message,Verified insurance premium update,Travis,"00295 Garcia Drive, Austin, TX 78701"
Megan Graves,485-559-4079,10063145,483014.8,271562.62,3655.29,5969.67,1705.24,6503.57,1727.1,2025-03-19,2025-04-06,2026-03-19,2026-04-06,0.0,5947.16,2025-09-11,Chat,Asked about escrow increase explanation,Collin,"3231 Curtis Mountain Suite 814, McKinney, TX 75034"
Dwayne Sanchez,9199453911,67432865,757682.77,564836.83,6300.77,4534.25,2209.71,4847.42,2316.84,2025-09-11,2025-06-22,2026-09-11,2026-06-22,0.0,2057.53,2025-08-29,Call,Asked about escrow increase explanation,Harris,"650 Thompson Mountains Suite 120, Pasadena, TX 77057"
Samantha Wong,980.961.9022x3116,13226649,793885.57,729571.34,4244.52,5576.71,1766.12,6004.46,1809.62,2025-03-29,2025-06-26,2026-03-29,2026-06-26,0.0,4871.91,2025-08-29,In-App Message,Verified insurance premium update,Harris,"763 Sanchez Drive Apt. 718, Pasadena, TX 77057"
Charles Cardenas,248.256.3711x42943,13881308,360525.1,285283.28,2920.75,7494.63,2111.28,7919.01,2240.91,2025-08-08,2024-12-09,2026-08-08,2025-12-09,0.0,8932.49,2025-09-03,Call,Follow-up on prior escrow analysis letter,Dallas,"5398 Morgan Squares, Irving, TX 75201"
Jeffrey Greene,+1-586-969-3278x4178,65396292,644422.46,542096.64,6671.82,5736.0,1011.32,6201.53,1050.65,2025-01-13,2025-08-09,2026-01-13,2026-08-09,0.0,1789.06,2025-09-24,Chat,Requested payment schedule clarification,Tarrant,"153 Blake Courts Suite 065, Arlington, TX 76109"
Clinton Wallace,551.527.2455,75633669,479931.96,327898.99,7761.2,5160.94,2235.35,5416.95,2269.49,2025-04-25,2025-01-12,2026-04-25,2026-01-12,0.0,1206.31,2025-08-29,Call,Inquired about property tax adjustment,Travis,"656 Madden Green Suite 849, Austin, TX 78701"
Robert Roberts,(810)746-2506x929,61415792,864969.97,579719.96,2806.05,6540.31,1241.22,7027.85,1279.04,2025-05-01,2025-06-25,2026-05-01,2026-06-25,0.0,6885.32,2025-10-28,Email,Requested payment schedule clarification,Harris,"20627 Dawson Fall Apt. 509, Pearland, TX 77077"
Michael Adams,(412)491-4650,36291051,324504.34,252237.36,2289.79,5280.24,1548.53,5589.45,1641.14,2025-05-31,2025-03-04,2026-05-31,2026-03-04,0.0,6145.9,2025-10-20,Email,Asked about escrow increase explanation,Harris,"7804 Compton Stream Suite 251, Pearland, TX 77002"
Judy Harris,+1-298-621-4782x3372,52500868,658790.86,578909.28,3473.35,6232.44,1820.98,6615.58,1851.89,2025-04-18,2025-07-13,2026-04-18,2026-07-13,0.0,6405.37,2025-09-04,In-App Message,Asked about escrow increase explanation,Tarrant,"676 Smith Flat, Arlington, TX 76102"
Sarah Bowers,463.801.1220x08484,43974167,303031.44,222783.55,6803.96,6064.57,921.37,6479.28,954.06,2025-01-14,2025-08-06,2026-01-14,2026-08-06,0.0,1868.27,2025-10-05,Call,Inquired about property tax adjustment,Harris,"36796 Stacey Pass, Houston, TX 77024"
Kathleen Singh,436-205-4946,85469454,881324.12,792042.56,3623.01,7241.16,1299.91,7478.7,1356.0,2025-04-05,2024-11-30,2026-04-05,2025-11-30,0.0,6684.14,2025-11-02,Chat,Requested payment schedule clarification,Harris,"4901 Dustin Road Suite 193, Pasadena, TX 77077"
Stacy Smith,254-561-7580,80319709,606778.61,518199.31,4575.57,6513.93,1663.91,7050.25,1732.07,2025-03-26,2025-04-17,2026-03-26,2026-04-17,0.0,5670.47,2025-09-20,Email,Verified insurance premium update,Harris,"4104 Joseph Circles, Houston, TX 77007"
Gina Mcdaniel,538-214-8374x75580,93814327,435817.25,413551.53,1549.11,3347.9,2390.38,3516.01,2522.6,2025-05-05,2025-06-12,2026-05-05,2026-06-12,0.0,5495.94,2025-09-08,In-App Message,Follow-up on prior escrow analysis letter,Harris,"68564 Rodriguez Ville, Houston, TX 77008"
Victor Franklin,(371)869-8837,22537120,504246.87,359136.74,4087.12,4211.32,2221.22,4448.74,2292.22,2025-06-20,2025-05-12,2026-06-20,2026-05-12,0.0,3777.33,2025-11-02,Email,Inquired about property tax adjustment,Collin,"8668 Rodriguez Port, Plano, TX 75035"
Jessica Riley,001-583-732-6170x505,35446515,711141.21,361052.41,2687.33,6297.59,2296.39,6691.63,2392.1,2025-04-01,2025-02-11,2026-04-01,2026-02-11,0.0,7910.35,2025-09-07,Call,Inquired about property tax adjustment,Dallas,"8195 Murphy Squares Apt. 853, Mesquite, TX 75219"
Leslie Juarez,(742)266-2177,18930288,739728.11,417858.84,6794.75,7440.35,2373.72,7827.58,2591.71,2025-05-30,2025-03-23,2026-05-30,2026-03-23,0.0,5361.09,2025-09-02,Email,Follow-up on prior escrow analysis letter,Travis,"466 Jacobs Fords Apt. 302, Austin, TX 78745"
Roger White,001-766-698-3451x50252,67239714,385383.25,189127.98,3947.16,7424.61,1779.22,8070.08,1920.74,2024-11-14,2025-07-17,2025-11-14,2026-07-17,0.0,7708.8,2025-09-27,Email,Verified insurance premium update,Tarrant,"08730 Martinez Stravenue, Arlington, TX 76109"
Courtney Grimes,(477)777-1184,27216331,463969.2,386372.57,5979.67,5114.37,971.69,5668.01,1054.33,2024-12-09,2024-11-29,2025-12-09,2025-11-29,0.0,1863.06,2025-11-02,Call,Requested payment schedule clarification,Collin,"863 Kimberly Circle Apt. 712, Frisco, TX 75013"
Scott Taylor,947-330-5777x1961,60492469,800159.99,727594.68,7329.82,4594.65,1483.94,4962.79,1593.87,2025-07-05,2025-08-18,2026-07-05,2026-08-18,0.0,319.62,2025-10-19,Call,Inquired about property tax adjustment,Collin,"965 Powell Motorway Suite 409, Frisco, TX 75035"
Scott Lee,001-540-409-5224x26537,27070364,612472.2,580052.24,1316.66,6324.37,1403.43,6769.61,1469.11,2025-08-07,2025-03-01,2026-08-07,2026-03-01,0.0,8295.18,2025-09-29,In-App Message,Verified insurance premium update,Tarrant,"143 Stephen Lake, Grapevine, TX 76011"
Jennifer Farmer,279-211-5010x16260,28059037,250954.15,135948.23,6361.69,7123.54,2392.26,7390.97,2609.01,2025-03-14,2025-03-03,2026-03-14,2026-03-03,0.0,5304.95,2025-10-02,Chat,Verified insurance premium update,Tarrant,"8934 Browning Rapid Suite 833, Arlington, TX 76051"
Christine Vasquez,392-614-9679,61593818,282541.7,229216.64,2955.1,6478.53,1194.85,6960.51,1211.99,2025-01-10,2024-11-19,2026-01-10,2025-11-19,0.0,6579.48,2025-11-07,In-App Message,Inquired about property tax adjustment,Travis,"866 Shelton Garden, Austin, TX 78745"
Tommy Herring,001-626-465-2824x685,76848478,717975.16,665388.39,1293.54,7252.74,2300.05,7947.47,2412.17,2024-11-30,2024-12-14,2025-11-30,2025-12-14,0.0,10792.71,2025-09-12,Chat,Follow-up on prior escrow analysis letter,Tarrant,"0002 Amy Shores, Arlington, TX 76109"
Jamie Smith,390-885-4327,97470016,410509.21,218717.78,3014.9,5189.86,1180.18,5424.64,1291.74,2025-07-23,2025-02-03,2026-07-23,2026-02-03,0.0,4820.88,2025-09-20,Chat,Follow-up on prior escrow analysis letter,Harris,"033 Roach Vista, Pasadena, TX 77007"
Pamela Mosley,5103009089,84228356,358971.53,178763.52,4865.14,5289.14,1087.05,5732.66,1101.81,2025-03-21,2025-06-10,2026-03-21,2026-06-10,0.0,3108.41,2025-11-07,Email,Asked about escrow increase explanation,Collin,"104 Glenn Row Apt. 541, Frisco, TX 75070"
Nicole Weber,3935043766,66033776,302355.7,278440.26,4998.16,6294.4,1685.52,6954.01,1747.12,2025-09-09,2025-05-08,2026-09-09,2026-05-08,0.0,5153.16,2025-11-08,Call,Asked about escrow increase explanation,Travis,"80812 Emily Meadow Apt. 594, Austin, TX 78704"
Dawn Ellis,5532110583,92258413,347292.4,306399.2,7951.54,6292.35,997.99,6681.44,1015.07,2025-07-04,2025-02-09,2026-07-04,2026-02-09,0.0,1027.72,2025-09-29,Email,Asked about escrow increase explanation,Travis,"3979 Irwin Court Apt. 426, Austin, TX 78745"
Dr. Heather Johnson PhD,(876)571-8776x2883,68041409,401502.87,271709.85,6148.65,6024.37,925.95,6578.1,1009.57,2025-05-29,2025-08-06,2026-05-29,2026-08-06,0.0,2703.63,2025-10-02,Call,Verified insurance premium update,Tarrant,"16276 Brittany Ferry Suite 667, Fort Worth, TX 76011"
Michael Lee,+1-661-565-2289x8907,52680043,781073.28,609678.63,7143.01,3160.36,1878.65,3257.44,1920.58,2025-07-03,2025-05-22,2026-07-03,2026-05-22,1101.99,0.0,2025-09-19,In-App Message,Requested payment schedule clarification,Collin,"55977 Hernandez Islands, Allen, TX 75024"
Joshua Lopez,+1-958-305-0141,62013608,263574.83,225866.35,6134.92,4271.7,1137.57,4736.58,1246.29,2025-06-06,2025-06-05,2026-06-06,2026-06-05,0.0,845.09,2025-09-25,Email,Asked about escrow increase explanation,Dallas,"8939 Stephanie Dam Suite 651, Garland, TX 75039"
Brian Rowland,960.905.0092x44928,56919936,568302.87,314995.21,2246.81,4881.72,1247.23,5195.25,1325.25,2025-07-19,2025-05-26,2026-07-19,2026-05-26,0.0,5360.44,2025-09-21,Chat,Verified insurance premium update,Travis,"30293 David Street Apt. 501, Austin, TX 78745"
Amanda Hill,001-506-895-2223,91165232,808417.24,703602.65,7125.27,6005.89,1633.38,6526.62,1737.6,2025-07-17,2025-01-25,2026-07-17,2026-01-25,0.0,2516.32,2025-08-15,In-App Message,Inquired about property tax adjustment,Harris,"80620 Kimberly Parks, Pearland, TX 77008"
Robin Floyd,(362)649-7537x4057,50946544,872189.21,783582.81,6347.56,4888.17,1560.19,5143.65,1635.45,2025-03-31,2025-07-19,2026-03-31,2026-07-19,0.0,1561.39,2025-09-12,Email,Verified insurance premium update,Collin,"956 Scott Stravenue Suite 873, Frisco, TX 75013"
Jake King,001-514-666-8865x8348,85371889,410683.93,266552.21,1896.41,6969.77,2228.21,7720.84,2371.03,2025-05-22,2025-02-02,2026-05-22,2026-02-02,0.0,9877.44,2025-09-25,Email,Asked about escrow increase explanation,Tarrant,"586 Melissa Village, Grapevine, TX 76102"
Sandra Holmes,620.577.5870,31349759,311329.63,272567.28,3863.04,5530.16,1349.43,6032.02,1412.87,2024-11-23,2025-03-29,2025-11-23,2026-03-29,0.0,4822.66,2025-08-16,In-App Message,Verified insurance premium update,Tarrant,"834 Sanchez Stream Suite 958, Arlington, TX 76011"
Rachel Flores,4502928467,16863441,351237.93,285940.49,3378.89,6683.36,1324.47,7130.36,1405.96,2025-03-13,2025-02-23,2026-03-13,2026-02-23,0.0,6580.15,2025-10-14,Email,Follow-up on prior escrow analysis letter,Travis,"42939 Heidi Mission Apt. 729, Austin, TX 78701"
Haley Fuller,+1-403-280-1625x85150,50251543,608063.55,312914.16,4778.37,7276.25,835.9,7742.85,902.97,2025-09-06,2025-08-03,2026-09-06,2026-08-03,0.0,5308.42,2025-10-19,Chat,Inquired about property tax adjustment,Dallas,"28143 Perez Circles Apt. 794, Dallas, TX 75062"
Crystal Walker,495.831.1123x5904,58045883,538986.75,340126.98,2389.08,3706.47,1710.69,4104.45,1763.11,2025-07-28,2025-03-24,2026-07-28,2026-03-24,0.0,4456.41,2025-08-24,Email,Inquired about property tax adjustment,Harris,"4286 Escobar Valley, Houston, TX 77002"
Kelly Crawford,538.755.4514x60919,22585191,564713.38,324344.19,1095.49,6804.67,2083.71,7331.28,2198.6,2024-11-23,2025-09-04,2025-11-23,2026-09-04,0.0,10022.7,2025-09-23,In-App Message,Asked about escrow increase explanation,Tarrant,"4555 Haley Square, Arlington, TX 76107"
Cody Bruce,(473)837-4612x15756,44537995,168183.27,128791.01,5816.49,3152.0,2074.86,3477.19,2166.17,2025-07-23,2025-05-01,2026-07-23,2026-05-01,0.0,767.43,2025-09-21,In-App Message,Requested payment schedule clarification,Dallas,"60848 William Tunnel, Garland, TX 75219"
Kevin Fitzpatrick,(993)219-6303x99516,51710127,205417.68,166605.33,6336.7,4869.21,825.06,5379.13,878.23,2025-01-17,2025-09-02,2026-01-17,2026-09-02,0.0,963.55,2025-09-03,Email,Asked about escrow increase explanation,Tarrant,"59982 Robin Squares Suite 731, Fort Worth, TX 76102"
Daryl Rowe,+1-280-448-5142,59566249,773603.79,680501.76,6493.4,4913.19,2063.92,5194.19,2169.8,2024-12-22,2025-02-14,2025-12-22,2026-02-14,0.0,2097.92,2025-09-07,Call,Inquired about property tax adjustment,Harris,"4502 Kristen Freeway, Pasadena, TX 77024"
Ivan Watson,(572)399-1154x9044,79972705,368428.99,182936.49,7768.2,5524.48,1621.69,6141.51,1715.73,2024-12-13,2024-11-25,2025-12-13,2025-11-25,0.0,1398.58,2025-10-19,Email,Verified insurance premium update,Harris,"436 Walker Underpass, Pasadena, TX 77095"
Brooke Zavala,871.715.0629x1792,18620974,445233.89,283332.97,4826.07,3487.37,1180.9,3898.07,1234.94,2025-01-10,2024-12-19,2026-01-10,2025-12-19,0.0,1162.44,2025-10-10,Email,Verified insurance premium update,Collin,"28162 Julia Street Suite 392, McKinney, TX 75070"
Jennifer Yoder,273-976-7105x29877,96364990,231711.34,140256.01,2006.4,5834.61,942.18,6304.18,969.21,2024-11-13,2024-12-31,2025-11-13,2025-12-31,0.0,6479.22,2025-10-28,In-App Message,Follow-up on prior escrow analysis letter,Tarrant,"9915 Brian Harbor Suite 002, Arlington, TX 76011"
Natalie Meyer,+1-478-790-3450,77511372,452396.3,393148.31,4663.84,6778.43,2092.99,7017.74,2206.86,2025-08-01,2025-03-26,2026-08-01,2026-03-26,0.0,6098.19,2025-09-11,In-App Message,Inquired about property tax adjustment,Dallas,"6030 Smith Tunnel Apt. 467, Dallas, TX 75204"
Kimberly Cummings,468.981.0138,33155666,391082.24,286528.82,3845.74,3025.07,1973.68,3321.39,2134.58,2025-03-11,2025-01-12,2026-03-11,2026-01-12,0.0,2519.56,2025-08-28,In-App Message,Inquired about property tax adjustment,Tarrant,"51334 Brown Plains, Fort Worth, TX 76102"
David Sandoval,(353)820-8316,39831718,681651.13,482074.28,7010.57,7467.4,938.44,7762.02,1006.88,2025-08-12,2025-03-09,2026-08-12,2026-03-09,0.0,3219.81,2025-10-15,In-App Message,Requested payment schedule clarification,Dallas,"38917 Joanna Rapid Apt. 789, Garland, TX 75039"
Mr. Angel Johnson,(814)510-7071,46103797,711111.57,379092.5,4063.21,7373.62,866.41,7876.33,888.39,2025-08-30,2024-12-12,2026-08-30,2025-12-12,0.0,6162.3,2025-10-13,In-App Message,Requested payment schedule clarification,Collin,"89512 Stephen Pines Suite 119, Frisco, TX 75035"
Marvin Cox,(469)972-9655x619,67416478,156943.89,79851.74,7970.21,6239.74,2296.38,6579.18,2385.97,2025-04-15,2024-12-22,2026-04-15,2025-12-22,0.0,2489.13,2025-08-27,Chat,Follow-up on prior escrow analysis letter,Harris,"37718 Brady Vista Suite 395, Pasadena, TX 77095"
Pamela James,001-978-630-5573x71388,16246261,542438.43,299551.27,5298.0,6215.14,1682.95,6542.13,1769.89,2025-03-06,2025-04-11,2026-03-06,2026-04-11,0.0,4399.36,2025-11-07,Chat,Requested payment schedule clarification,Dallas,"234 Ali Hollow, Irving, TX 75219"
Johnny Harris,404.311.7614,60277056,388266.02,209513.35,4293.45,7469.9,809.52,8165.59,832.13,2025-04-23,2025-01-30,2026-04-23,2026-01-30,0.0,6203.89,2025-11-08,Call,Follow-up on prior escrow analysis letter,Dallas,"8319 Mooney Street, Mesquite, TX 75201"
Deborah Johnson,865-568-9698x703,10401299,195830.84,134016.26,2095.17,4577.04,1750.57,4807.46,1867.15,2025-08-06,2024-12-11,2026-08-06,2025-12-11,0.0,5691.88,2025-10-27,Email,Inquired about property tax adjustment,Travis,"8379 Richard Forks, Austin, TX 78701"
William Francis,(591)627-0659,18645491,696992.34,441640.42,6368.92,7204.39,1753.89,7836.53,1803.41,2025-01-16,2024-12-30,2026-01-16,2025-12-30,0.0,4877.68,2025-10-02,Email,Asked about escrow increase explanation,Tarrant,"0629 Christopher Mission, Arlington, TX 76011"
John Stone,7189179607,80574403,347203.21,174004.73,6578.19,5642.93,2102.29,5979.89,2269.38,2025-05-20,2024-12-29,2026-05-20,2025-12-29,0.0,3045.96,2025-08-24,Chat,Follow-up on prior escrow analysis letter,Dallas,"749 Weber Centers Suite 221, Garland, TX 75204"
Scott Gibbs,(858)518-9810x61735,22712149,152003.09,86020.91,2515.1,7182.96,1845.37,7491.11,1942.79,2025-03-09,2025-07-05,2026-03-09,2026-07-05,0.0,8491.12,2025-09-22,Call,Inquired about property tax adjustment,Travis,"12975 West Fall Suite 169, Austin, TX 78702"
Thomas Hunter,493-289-9906,25277822,533778.95,357548.9,5653.9,4471.9,1650.64,4653.27,1750.36,2025-01-23,2025-08-03,2026-01-23,2026-08-03,0.0,1817.0,2025-10-20,In-App Message,Verified insurance premium update,Collin,"071 Ritter Keys, Plano, TX 75024"
James Lang,001-236-213-1798x549,51670885,778987.07,474002.7,1547.4,5724.21,1163.63,5981.52,1241.64,2025-05-25,2025-02-06,2026-05-25,2026-02-06,0.0,6879.62,2025-09-16,Chat,Requested payment schedule clarification,Travis,"72954 Black Isle, Austin, TX 78704"
Stephanie Hoover,499.481.2743,53239132,671324.82,386192.71,1841.68,7048.93,1908.56,7373.33,2076.42,2025-01-19,2024-12-22,2026-01-19,2025-12-22,0.0,9183.03,2025-11-01,In-App Message,Inquired about property tax adjustment,Travis,"74192 Grant Wells Apt. 476, Austin, TX 78745"
Catherine Lopez,6183639945,37905099,569845.52,540754.94,7575.85,4721.06,1104.31,5180.36,1116.41,2025-04-15,2025-06-01,2026-04-15,2026-06-01,229.62,0.0,2025-10-17,In-App Message,Inquired about property tax adjustment,Travis,"3156 Kimberly Rapids Apt. 079, Austin, TX 78759"
Patricia Howell,+1-496-345-9872x4089,71861253,589641.31,362172.89,7377.29,7121.13,1654.75,7343.09,1711.96,2025-05-12,2025-01-24,2026-05-12,2026-01-24,0.0,3186.93,2025-09-24,Chat,Verified insurance premium update,Harris,"351 Morales Circles Apt. 339, Houston, TX 77002"
